id,nPosture,idDOF,sDOF,idDOF_MJC,sDescShort,nDOF,nMA,nSD,cModelPosition,sReference
1,1,9,ra_wr_e_f,7,Wrist F/E,-60,-18,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
2,1,9,ra_wr_e_f,7,Wrist F/E,-40,-17,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
3,1,9,ra_wr_e_f,7,Wrist F/E,-20,-16,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
4,1,9,ra_wr_e_f,7,Wrist F/E,0,-15.5,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
5,1,9,ra_wr_e_f,7,Wrist F/E,20,-15,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
6,1,9,ra_wr_e_f,7,Wrist F/E,40,-14.5,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
7,1,9,ra_wr_e_f,7,Wrist F/E,60,-14,0,0 0 0 90 0 0 NaN  25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Gonzalez et al. 1997. How Muscle Architecture and Wrist Flexion-Extension Moment Arms Affect Moments. Journal of Biomechanics.
8,1,14,ra_mcp2_e_f,12,D2 MCP,10,-9.28,0,0 0 0 90 0 0 0  25 20 0 0 NaN 11 27 10 11 27 10 11 27 10 11 27,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
9,1,14,ra_mcp2_e_f,12,D2 MCP,40,-8.17,0,0 0 0 90 0 0 0  25 20 0 0 NaN 81 15 40 81 15 40 81 15 40 81 15,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
10,1,14,ra_mcp2_e_f,12,D2 MCP,70,-6.59,0,0 0 0 90 0 0 0  25 20 0 0 NaN 111 61 70 111 61 70 111 61 70 111 61,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
11,1,15,ra_pip2_e_f,13,D2 PIP,10,-4.32,0,0 0 0 90 0 0 0  25 20 0 0 10 NaN 27 10 11 27 10 11 27 10 11 27,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
12,1,15,ra_pip2_e_f,13,D2 PIP,80,-4.6,0,0 0 0 90 0 0 0  25 20 0 0 40 NaN 15 40 81 15 40 81 15 40 81 15,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
13,1,15,ra_pip2_e_f,13,D2 PIP,110,-2.66,0,0 0 0 90 0 0 0  25 20 0 0 70 NaN 61 70 111 61 70 111 61 70 111 61,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
14,1,16,ra_dip2_e_f,14,D2 DIP,15,-3.81,0,0 0 0 90 0 0 0  25 20 0 0 40 81 NaN 40 81 15 40 81 15 40 81 15,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
15,1,16,ra_dip2_e_f,14,D2 DIP,27,-2.54,0,0 0 0 90 0 0 0  25 20 0 0 10 11 NaN 10 11 27 10 11 27 10 11 27,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
16,1,16,ra_dip2_e_f,14,D2 DIP,61,-1.34,0,0 0 0 90 0 0 0  25 20 0 0 70 111 NaN 70 111 61 70 111 61 70 111 61,Fowler et al. 2001. Method of determination of three dimensional index finger moment arms and tendon lines of action using high resolution MRI scans. Journal of Biomechanics.
